model_name,model_file,reasoning_level,recipe_index,recipe_type,recipe_name,predicted_copper_mg,ground_truth_copper_mg,signed_error,absolute_error,relative_error_percent,success,cluster_id,pca_x,pca_y,word_count,paragraph_count,sentence_count,bullet_count,numbered_step_count,json_block_present,usda_reference_count,uncertainty_marker_count,correction_phrase_count,refinement_step_count,ingredient_count,ingredient_mentioned_count,explicit_ingredient_estimate_count,ingredient_coverage_percent,skipped_or_negligible_count,grouping_marker_count,per_100g_count,gram_conversion_count,portion_based_count,division_per_serving_count,sum_statement_count,arithmetic_expression_count,high_copper_reference_count,low_copper_reference_count,estimated_numeric_mg_count,calculation_density,coverage_gap_count,complexity_response_ratio,overestimate_indicator,underestimate_indicator
gpt_5_5__reasoning_low,gpt_5_5__reasoning_low.jsonl,low,22,snacks,Avocado Toast with Feta,0.13,0.23,-0.1,0.1,43.47826086956522,True,4,1.9238738876350412,0.9239856421679072,13,1,0,0,0,1,0,0,0,0,3,3,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,3,0.0,0,1
gpt_5_5__reasoning_low,gpt_5_5__reasoning_low.jsonl,low,23,snacks,Trail Mix Snack,0.19,0.1,0.09,0.09,89.99999999999999,True,12,2.033742003225599,0.8313747258506792,12,1,0,0,0,1,0,0,0,0,4,0,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,4,0.0,1,0
gpt_5_5__reasoning_low,gpt_5_5__reasoning_low.jsonl,low,24,snacks,Almond Butter Apple Snack,0.2,0.14,0.06,0.06,42.85714285714285,True,11,1.8794354401973017,1.1679444719268564,13,1,0,0,0,1,0,0,0,0,2,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,2,0.0,1,0
gpt_5_5__reasoning_low,gpt_5_5__reasoning_low.jsonl,low,25,snacks,Hummus with Bell Pepper,0.1,0.14,-0.04000000000000001,0.04000000000000001,28.571428571428577,True,4,1.9691455896160681,1.1129238340653098,13,1,0,0,0,1,0,0,0,0,2,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,2,0.0,0,1
gpt_5_5__reasoning_medium,gpt_5_5__reasoning_medium.jsonl,medium,0,breakfast,Scrambled Egg & Black Bean Burritos,0.16,0.15,0.010000000000000009,0.010000000000000009,6.666666666666673,True,21,2.073378995385724,-0.43028148195128424,14,1,0,0,0,1,0,0,0,0,11,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,11,0.0,1,0
gpt_5_5__reasoning_medium,gpt_5_5__reasoning_medium.jsonl,medium,1,breakfast,Cranberry Carrot Muffins,0.05,0.06,-0.009999999999999995,0.009999999999999995,16.66666666666666,True,6,2.2299197451445094,-1.19944858651293,12,1,0,0,0,1,0,0,0,0,15,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,15,0.0,0,1
gpt_5_5__reasoning_medium,gpt_5_5__reasoning_medium.jsonl,medium,2,breakfast,Blueberry Banana Pancakes,0.23,0.17,0.06,0.06,35.29411764705882,True,21,2.079513877933275,-0.4296821556095195,12,1,0,0,0,1,0,0,0,0,11,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,11,0.0,1,0
gpt_5_5__reasoning_medium,gpt_5_5__reasoning_medium.jsonl,medium,3,breakfast,"Cheesy Egg, Bacon & Broccoli Muffins",0.1,0.08,0.020000000000000004,0.020000000000000004,25.000000000000007,True,17,1.9977594345084626,-0.26184677732775463,14,1,0,0,0,1,0,0,0,0,10,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,10,0.0,1,0
gpt_5_5__reasoning_medium,gpt_5_5__reasoning_medium.jsonl,medium,4,breakfast,Glorious Green Smoothie Bowl,0.21,0.17,0.03999999999999998,0.03999999999999998,23.52941176470587,True,13,2.061022420848058,0.47370216615886473,13,1,0,0,0,1,0,0,0,0,6,0,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,6,0.0,1,0
gpt_5_5__reasoning_medium,gpt_5_5__reasoning_medium.jsonl,medium,5,anytime_meals,Sesame-Ginger Turkey Meatballs,0.12,0.04,0.07999999999999999,0.07999999999999999,199.99999999999994,True,18,2.0010769621455626,-0.9865446508356727,13,1,0,0,0,1,0,0,0,0,14,3,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,14,0.0,1,0
gpt_5_5__reasoning_medium,gpt_5_5__reasoning_medium.jsonl,medium,6,anytime_meals,Chicken and Broccoli Piccata,0.12,0.13,-0.010000000000000009,0.010000000000000009,7.692307692307699,True,6,2.090787111564329,-1.041565288697219,13,1,0,0,0,1,0,0,0,0,14,3,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,14,0.0,0,1
gpt_5_5__reasoning_medium,gpt_5_5__reasoning_medium.jsonl,medium,9,anytime_meals,Pork Tenderloin with Dijon Gravy,0.08,0.14,-0.06000000000000001,0.06000000000000001,42.85714285714286,True,9,2.0874695839272293,-0.31686741518930095,14,1,0,0,0,1,0,0,0,0,10,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,10,0.0,0,1
gpt_5_5__reasoning_medium,gpt_5_5__reasoning_medium.jsonl,medium,10,anytime_meals,Fish Tacos with Crunchy Slaw,0.24,0.14,0.09999999999999998,0.09999999999999998,71.4285714285714,True,23,2.164422572074426,-1.5024001715140805,14,1,0,0,0,1,0,0,0,0,17,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,17,0.0,1,0
gpt_5_5__reasoning_medium,gpt_5_5__reasoning_medium.jsonl,medium,11,anytime_meals,Chicken Sausage Garden Pasta,0.3,0.04,0.26,0.26,650.0,True,14,1.742529413842103,0.0789115106621975,13,1,0,0,0,1,0,0,0,0,10,3,1,10.0,0,0,0,0,2,0,1,0,0,0,0,0.0,9,0.1,1,0
gpt_5_5__reasoning_medium,gpt_5_5__reasoning_medium.jsonl,medium,13,anytime_meals,Simple Greek Salad,,0.12,,0.04000000000000001,33.33333333333334,True,-1,2.045617339260279,-2.6331086135748474,6,1,0,0,0,0,0,0,0,0,16,1,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,16,0.0,0,0
gpt_5_5__reasoning_medium,gpt_5_5__reasoning_medium.jsonl,medium,14,anytime_meals,Apple-Celery Chicken Salad,0.06,0.1,-0.04000000000000001,0.04000000000000001,40.00000000000001,True,7,1.9848196917908338,-0.5157576875527575,13,1,0,0,0,1,0,0,0,0,11,4,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,11,0.0,0,1
gpt_5_5__reasoning_medium,gpt_5_5__reasoning_medium.jsonl,medium,15,anytime_meals,Harvest Crunch Kale & Chicken Salad,0.21,0.19,0.01999999999999999,0.01999999999999999,10.52631578947368,True,25,2.073629081749048,-1.1552790186300848,14,1,0,0,0,1,0,0,0,0,15,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,15,0.0,1,0
gpt_5_5__reasoning_medium,gpt_5_5__reasoning_medium.jsonl,medium,16,desserts,Citrus-Berry Ricotta Parfaits,0.08,0.1,-0.020000000000000004,0.020000000000000004,20.000000000000004,True,5,2.0902869388376804,0.40842978466038204,13,1,0,0,0,1,0,0,0,0,6,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,6,0.0,0,1
gpt_5_5__reasoning_medium,gpt_5_5__reasoning_medium.jsonl,medium,18,desserts,Carob Chip Cranberry Cookies,0.05,0.03,0.020000000000000004,0.020000000000000004,66.66666666666669,True,20,2.0916203661076165,-0.608668267040868,13,1,0,0,0,1,0,0,0,0,12,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,12,0.0,1,0
gpt_5_5__reasoning_medium,gpt_5_5__reasoning_medium.jsonl,medium,19,desserts,Pumpkin Cinnamon Bars,0.04,0.06,-0.019999999999999997,0.019999999999999997,33.33333333333333,True,8,2.123952325371014,-0.6736409853684684,12,1,0,0,0,1,0,0,0,0,12,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,12,0.0,0,1
gpt_5_5__reasoning_medium,gpt_5_5__reasoning_medium.jsonl,medium,20,desserts,Carob Cupcakes with Cream Cheese Frosting,0.04,0.03,0.010000000000000002,0.010000000000000002,33.33333333333334,True,16,1.8912231550471685,-1.1778730119853391,15,1,0,0,0,1,0,0,0,0,15,4,0,0.0,0,0,0,0,3,0,1,0,0,0,0,0.0,15,0.0,1,0
gpt_5_5__reasoning_medium,gpt_5_5__reasoning_medium.jsonl,medium,21,snacks,Rice Cakes with Peanut Butter and Strawberries,0.25,0.16,0.09,0.09,56.25,True,10,1.8249614143949486,0.9781072905168067,16,1,0,0,0,1,0,0,0,0,3,3,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,3,0.0,1,0
gpt_5_5__reasoning_medium,gpt_5_5__reasoning_medium.jsonl,medium,22,snacks,Avocado Toast with Feta,0.11,0.23,-0.12000000000000001,0.12000000000000001,52.17391304347826,True,4,1.9238738876350412,0.9239856421679072,13,1,0,0,0,1,0,0,0,0,3,3,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,3,0.0,0,1
gpt_5_5__reasoning_medium,gpt_5_5__reasoning_medium.jsonl,medium,23,snacks,Trail Mix Snack,0.21,0.1,0.10999999999999999,0.10999999999999999,109.99999999999999,True,12,2.033742003225599,0.8313747258506792,12,1,0,0,0,1,0,0,0,0,4,0,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,4,0.0,1,0
gpt_5_5__reasoning_medium,gpt_5_5__reasoning_medium.jsonl,medium,24,snacks,Almond Butter Apple Snack,0.2,0.14,0.06,0.06,42.85714285714285,True,11,1.8794354401973017,1.1679444719268564,13,1,0,0,0,1,0,0,0,0,2,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,2,0.0,1,0
gpt_5_5__reasoning_medium,gpt_5_5__reasoning_medium.jsonl,medium,25,snacks,Hummus with Bell Pepper,0.22,0.14,0.07999999999999999,0.07999999999999999,57.14285714285713,True,11,1.8794354401973017,1.1679444719268564,13,1,0,0,0,1,0,0,0,0,2,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,2,0.0,1,0
gpt_5_5__reasoning_medium,gpt_5_5__reasoning_medium.jsonl,medium,7,anytime_meals,Chicken Fajitas with Lime Sauce,0.19,0.12,0.07,0.07,58.333333333333336,True,-1,1.9982596072351113,-1.7118418506853557,14,1,0,0,0,1,0,0,0,0,18,4,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,18,0.0,1,0
gpt_5_5__reasoning_medium,gpt_5_5__reasoning_medium.jsonl,medium,8,anytime_meals,One-Pot Beef & Mushroom Lasagna,0.47,0.09,0.38,0.38,422.22222222222223,True,19,2.043281222852814,-0.7979061221091528,14,1,0,0,0,1,0,0,0,0,13,2,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,13,0.0,1,0
gpt_5_5__reasoning_medium,gpt_5_5__reasoning_medium.jsonl,medium,12,anytime_meals,Roasted Cauliflower Power Salad,0.24,0.12,0.12,0.12,100.0,True,22,2.1826639427963186,-1.680786956603664,13,1,0,0,0,1,0,0,0,0,18,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,18,0.0,1,0
gpt_5_5__reasoning_medium,gpt_5_5__reasoning_medium.jsonl,medium,17,desserts,Crispy Rice Cereal Treats,0.04,0.02,0.02,0.02,100.0,True,13,2.000576789418914,0.46345042252192836,13,1,0,0,0,1,0,0,0,0,6,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,6,0.0,1,0
gpt_5_5__reasoning_medium,gpt_5_5__reasoning_medium.jsonl,medium,13,anytime_meals,Simple Greek Salad,0.16,0.12,0.04000000000000001,0.04000000000000001,33.33333333333334,True,24,2.15538352517386,-1.3231143969118495,12,1,0,0,0,1,0,0,0,0,16,1,0,0.0,0,0,0,0,2,0,1,0,0,0,0,0.0,16,0.0,1,0
